area_name,city,latitude,longitude,street_light,crowd,crime_area,nearby_shop,open_businesses,recent_crime_reports,crime_type,timestamp,safety_score
Chinchwad,Pune,18.585244,73.708583,good,low,medium,False,5,3,robbery,2026-02-03 02:59,53
Chinchwad,Pune,18.571667,73.74884,moderate,low,high,True,6,2,robbery,2026-09-26 03:18,39
Pashan,Pune,18.630409,73.830755,moderate,high,low,False,2,4,theft,2026-11-18 04:50,70
Chinchwad,Pune,18.608384,73.914324,poor,medium,low,False,28,6,theft,2026-05-26 00:00,54
Viman Nagar,Pune,18.593061,73.726243,good,low,high,False,9,6,snatching,2026-03-26 20:31,29
Viman Nagar,Pune,18.497643,73.752459,moderate,high,high,False,7,4,theft,2026-04-26 20:16,40
Wakad,Pune,18.525656,73.907493,good,high,low,True,29,8,none,2026-09-22 19:42,76
Kharadi,Pune,18.607365,73.913539,moderate,medium,high,True,5,5,harassment,2026-10-04 10:02,45
Kothrud,Pune,18.611898,73.708954,moderate,high,high,False,2,0,harassment,2026-01-26 13:43,52
Wakad,Pune,18.569124,73.761877,good,high,low,True,36,8,robbery,2026-10-15 22:11,76
Baner,Pune,18.569483,73.818568,moderate,medium,medium,True,1,3,snatching,2026-04-11 01:39,66
Baner,Pune,18.599851,73.852056,good,high,medium,False,7,8,none,2026-05-11 02:51,53
Wakad,Pune,18.513097,73.720532,poor,high,medium,False,17,1,theft,2026-11-24 06:56,54
Wakad,Pune,18.516827,73.941847,moderate,high,low,True,0,0,none,2026-01-16 04:27,90
Baner,Pune,18.610253,73.799113,good,low,high,False,18,4,snatching,2026-12-13 20:37,35
Yerwada,Pune,18.617904,73.892883,good,low,high,True,1,5,snatching,2026-12-02 02:31,40
Pashan,Pune,18.611922,73.828877,moderate,high,medium,False,13,0,robbery,2026-01-18 01:16,67
Aundh,Pune,18.564402,73.83462,good,low,medium,True,31,5,none,2026-11-19 12:36,55
Viman Nagar,Pune,18.489655,73.923034,moderate,high,low,False,3,7,robbery,2026-09-16 09:10,61
Viman Nagar,Pune,18.559819,73.878685,good,high,high,True,37,8,theft,2026-04-29 23:02,46
Yerwada,Pune,18.465999,73.856682,poor,high,low,False,24,3,harassment,2026-05-16 11:33,63
Chinchwad,Pune,18.587868,73.794019,good,medium,low,False,12,4,none,2026-01-17 11:59,80
Yerwada,Pune,18.615272,73.891186,poor,low,low,True,18,7,snatching,2026-05-09 16:39,44
Kharadi,Pune,18.57955,73.75658,good,low,low,True,39,5,theft,2026-10-31 03:18,70
Chinchwad,Pune,18.514033,73.789081,good,low,high,False,27,1,robbery,2026-10-30 22:57,44
Kothrud,Pune,18.584925,73.869388,poor,medium,medium,False,7,3,none,2026-05-31 06:30,48
Chinchwad,Pune,18.600819,73.736056,good,medium,high,False,29,5,theft,2026-10-23 09:15,47
Aundh,Pune,18.54133,73.907636,good,high,medium,False,32,2,snatching,2026-02-05 20:36,71
Hinjewadi,Pune,18.502905,73.729172,poor,high,medium,False,14,1,none,2026-08-16 18:29,54
Hinjewadi,Pune,18.511699,73.788816,moderate,medium,low,False,29,8,none,2026-09-13 10:34,58
Yerwada,Pune,18.473433,73.806517,moderate,low,low,False,6,1,theft,2026-06-13 08:44,64
Kothrud,Pune,18.503838,73.826926,poor,medium,medium,True,29,1,robbery,2026-09-01 07:44,62
Baner,Pune,18.572058,73.936567,poor,medium,medium,False,21,3,robbery,2026-09-13 03:19,48
Pimpri,Pune,18.648825,73.816644,moderate,low,low,False,24,2,snatching,2026-09-30 03:53,61
Pimpri,Pune,18.481582,73.881516,moderate,low,high,False,23,0,none,2026-03-18 15:45,37
Baner,Pune,18.612989,73.908451,poor,low,low,True,32,1,robbery,2026-11-21 08:08,62
Kothrud,Pune,18.577984,73.831134,poor,medium,medium,False,22,2,harassment,2026-11-14 05:07,51
Hadapsar,Pune,18.610598,73.701469,moderate,high,high,False,22,8,robbery,2026-10-25 01:42,28
Baner,Pune,18.540521,73.718576,moderate,high,medium,False,14,6,none,2026-12-04 01:59,49
Shivaji Nagar,Pune,18.451354,73.744435,moderate,medium,low,False,9,5,none,2026-03-10 18:29,67
Hadapsar,Pune,18.45489,73.930309,good,low,low,False,13,1,none,2026-11-05 20:02,74
Aundh,Pune,18.600065,73.81759,good,low,low,False,32,1,theft,2026-10-06 15:38,74
Aundh,Pune,18.56659,73.946032,moderate,high,high,True,22,4,theft,2026-08-13 17:43,48
Kharadi,Pune,18.63735,73.825322,good,high,high,True,16,2,theft,2026-04-25 08:25,64
Hadapsar,Pune,18.60892,73.752194,moderate,high,low,True,16,2,none,2026-09-07 15:50,84
Camp,Pune,18.563382,73.933685,good,medium,high,True,3,1,theft,2026-03-19 12:04,67
Shivaji Nagar,Pune,18.60629,73.749894,poor,high,high,True,0,2,none,2026-09-21 21:46,44
Baner,Pune,18.627857,73.773822,moderate,medium,low,True,17,3,theft,2026-05-17 04:55,81
Pimpri,Pune,18.505654,73.909303,poor,medium,low,True,15,7,snatching,2026-03-10 15:22,59
Shivaji Nagar,Pune,18.459585,73.757819,good,medium,high,False,13,6,robbery,2026-09-24 03:40,44
Baner,Pune,18.625801,73.747141,poor,high,high,False,33,7,theft,2026-08-10 02:29,21
MG Road,Pune,18.541282,73.88525,good,medium,high,False,39,2,theft,2026-03-28 00:25,56
Aundh,Pune,18.479728,73.783369,moderate,low,medium,True,3,2,harassment,2026-07-22 09:19,54
Hinjewadi,Pune,18.48446,73.729389,moderate,medium,medium,True,17,0,robbery,2026-06-09 08:34,75
Pashan,Pune,18.491728,73.75508,good,medium,medium,True,0,4,none,2026-01-13 07:57,73
Kothrud,Pune,18.481959,73.734928,poor,medium,high,False,29,3,robbery,2026-01-22 16:17,33
Hadapsar,Pune,18.513744,73.782945,poor,high,medium,False,27,8,snatching,2026-09-14 06:34,33
Hadapsar,Pune,18.614354,73.842218,poor,high,medium,True,18,4,robbery,2026-10-31 09:50,53
Camp,Pune,18.495933,73.821621,good,high,high,True,12,1,theft,2026-08-12 12:34,67
Kothrud,Pune,18.594463,73.813407,good,medium,low,False,8,1,harassment,2026-03-29 16:30,89
Viman Nagar,Pune,18.624419,73.787112,good,low,medium,False,16,4,none,2026-01-09 04:05,50
Kothrud,Pune,18.531378,73.721019,moderate,medium,medium,False,24,6,harassment,2026-06-16 07:23,49
Yerwada,Pune,18.598205,73.935655,poor,high,low,True,35,3,harassment,2026-01-07 16:48,71
Wakad,Pune,18.472647,73.870641,good,medium,low,True,11,0,robbery,2026-10-28 15:45,100
Aundh,Pune,18.51586,73.712185,moderate,low,low,True,35,4,theft,2026-03-12 21:09,63
Pimpri,Pune,18.464311,73.718391,moderate,medium,low,False,35,1,none,2026-07-29 01:31,79
Yerwada,Pune,18.645047,73.817589,good,low,low,True,17,8,harassment,2026-03-07 16:00,61
Pashan,Pune,18.488109,73.731127,poor,high,high,False,22,4,none,2026-02-07 11:36,30
Chinchwad,Pune,18.633456,73.853714,poor,low,high,True,6,6,harassment,2026-05-25 09:12,17
Pimpri,Pune,18.525322,73.750083,good,low,high,False,3,6,none,2026-11-28 21:36,29
Chinchwad,Pune,18.465074,73.864537,moderate,low,high,False,39,8,robbery,2026-03-27 07:00,13
Chinchwad,Pune,18.463938,73.867403,poor,high,high,False,19,7,theft,2026-10-02 20:29,21
Baner,Pune,18.500749,73.74213,poor,high,high,False,4,3,robbery,2026-09-07 15:49,33
Aundh,Pune,18.582663,73.86448,good,low,medium,True,11,5,snatching,2026-05-13 02:56,55
Yerwada,Pune,18.51294,73.914891,good,medium,medium,False,2,4,theft,2026-01-01 19:40,65
Chinchwad,Pune,18.649387,73.743611,moderate,low,low,True,13,5,robbery,2026-06-26 05:29,60
Camp,Pune,18.571208,73.77948,good,medium,medium,True,3,7,robbery,2026-10-01 20:34,64
Kharadi,Pune,18.578962,73.774058,moderate,medium,medium,True,10,6,harassment,2026-08-29 01:43,57
Pashan,Pune,18.644643,73.922725,poor,high,high,False,8,7,theft,2026-11-23 04:52,21
Hinjewadi,Pune,18.646289,73.733902,good,medium,medium,False,37,0,harassment,2026-07-24 17:48,77
Chinchwad,Pune,18.638064,73.786668,good,low,high,True,6,8,harassment,2026-02-11 22:32,31
MG Road,Pune,18.548114,73.760733,moderate,medium,low,False,19,0,none,2026-04-06 12:34,82
Kothrud,Pune,18.649178,73.784417,moderate,low,high,True,2,4,snatching,2026-12-10 13:56,33
Aundh,Pune,18.555625,73.794252,moderate,low,low,False,12,3,theft,2026-09-02 01:03,58
MG Road,Pune,18.463258,73.730556,poor,medium,medium,False,6,5,snatching,2026-06-16 03:05,42
Yerwada,Pune,18.548619,73.820561,moderate,low,medium,True,14,1,snatching,2026-07-29 06:07,57
Kothrud,Pune,18.648058,73.85365,poor,low,medium,False,31,6,none,2026-03-27 22:46,24
Pashan,Pune,18.52446,73.896105,poor,medium,medium,True,29,4,none,2026-01-18 09:00,53
Camp,Pune,18.603604,73.864895,poor,high,high,True,21,5,harassment,2026-06-04 03:26,35
Baner,Pune,18.532599,73.713601,good,medium,low,True,24,8,harassment,2026-11-07 11:24,76
Camp,Pune,18.539564,73.800971,poor,medium,medium,True,4,8,harassment,2026-01-26 16:41,41
Pimpri,Pune,18.49904,73.707658,moderate,medium,medium,True,14,2,harassment,2026-08-24 06:06,69
Wakad,Pune,18.629468,73.775173,good,high,high,True,22,8,robbery,2026-03-12 10:10,46
Hinjewadi,Pune,18.529105,73.879235,moderate,medium,high,False,30,4,robbery,2026-04-15 12:38,40
MG Road,Pune,18.58705,73.732156,moderate,medium,low,False,34,7,none,2026-10-24 04:41,61
Baner,Pune,18.550935,73.906172,moderate,high,high,True,5,1,theft,2026-11-20 10:46,57
Pimpri,Pune,18.476286,73.82131,moderate,medium,low,True,13,7,robbery,2026-01-01 03:31,69
Baner,Pune,18.617,73.702871,moderate,high,high,True,1,7,robbery,2026-08-25 06:26,39
Wakad,Pune,18.491436,73.911496,poor,low,medium,False,38,1,none,2026-01-30 19:51,39
Shivaji Nagar,Pune,18.514794,73.918825,moderate,low,medium,False,3,5,none,2026-05-22 13:47,37
Baner,Pune,18.461601,73.737011,moderate,low,high,True,39,2,harassment,2026-07-04 00:22,39
Yerwada,Pune,18.589407,73.922111,poor,medium,medium,True,8,0,none,2026-04-02 04:51,65
Viman Nagar,Pune,18.604031,73.916978,good,high,high,False,25,2,snatching,2026-09-16 15:43,56
Pashan,Pune,18.558473,73.831725,good,high,high,False,24,0,harassment,2026-08-09 05:49,62
Hadapsar,Pune,18.55604,73.947604,moderate,low,medium,False,30,5,theft,2026-03-22 21:24,37
Chinchwad,Pune,18.527416,73.864742,moderate,low,low,True,36,2,none,2026-04-06 12:55,69
Baner,Pune,18.561543,73.897178,moderate,high,medium,False,2,4,snatching,2026-08-30 04:48,55
Camp,Pune,18.491365,73.74935,moderate,low,medium,False,16,4,harassment,2026-01-22 11:31,40
Kharadi,Pune,18.642251,73.785522,moderate,medium,high,True,37,6,snatching,2026-08-16 09:33,42
Camp,Pune,18.571474,73.839628,good,low,high,True,5,5,none,2026-12-07 05:42,40
Hadapsar,Pune,18.639634,73.94289,good,high,low,True,21,4,theft,2026-04-03 17:45,88
Kharadi,Pune,18.612946,73.759467,poor,low,low,True,10,8,none,2026-09-25 09:36,41
MG Road,Pune,18.60479,73.768978,good,low,medium,True,3,5,harassment,2026-11-13 19:02,55
Kharadi,Pune,18.49298,73.867122,moderate,medium,high,True,4,7,none,2026-03-15 09:36,39
Kharadi,Pune,18.475893,73.73737,moderate,low,medium,True,18,2,snatching,2026-10-10 08:53,54
Kharadi,Pune,18.513169,73.831931,good,medium,medium,False,26,5,harassment,2026-03-27 22:00,62
Camp,Pune,18.552018,73.858128,good,high,low,True,14,8,harassment,2026-05-06 09:07,76
Aundh,Pune,18.557972,73.760114,good,low,low,False,9,2,theft,2026-05-13 15:10,71
Camp,Pune,18.569479,73.700764,good,high,low,True,1,6,theft,2026-04-06 20:32,82
Pashan,Pune,18.484073,73.90851,moderate,medium,low,False,30,5,none,2026-08-14 12:02,67
MG Road,Pune,18.581858,73.87205,moderate,high,high,False,16,8,theft,2026-06-03 23:38,28
Baner,Pune,18.501983,73.824479,good,high,high,False,11,0,theft,2026-07-31 08:47,62
Pashan,Pune,18.574986,73.845408,good,medium,high,False,37,0,snatching,2026-02-18 20:31,62
Pashan,Pune,18.567924,73.81991,good,high,low,True,23,5,snatching,2026-07-11 11:14,85
Chinchwad,Pune,18.460914,73.740232,good,high,medium,True,12,4,none,2026-08-15 15:12,73
Hinjewadi,Pune,18.602169,73.74508,moderate,high,medium,False,30,8,robbery,2026-06-04 11:28,43
Hadapsar,Pune,18.516736,73.781101,moderate,high,low,True,20,4,theft,2026-08-22 09:29,78
Aundh,Pune,18.612253,73.870964,moderate,high,low,False,32,3,harassment,2026-04-17 00:34,73
Kharadi,Pune,18.57773,73.890773,moderate,high,medium,False,33,7,none,2026-01-28 01:33,46
Kharadi,Pune,18.585445,73.90608,good,high,low,False,3,7,snatching,2026-05-22 01:12,71
Yerwada,Pune,18.574743,73.932978,good,medium,low,False,30,3,snatching,2026-11-05 21:46,83
Chinchwad,Pune,18.557605,73.801205,moderate,high,medium,False,30,6,robbery,2026-05-28 20:35,49
Viman Nagar,Pune,18.452336,73.856311,poor,high,medium,True,30,6,theft,2026-03-28 19:20,47
Hadapsar,Pune,18.55244,73.775514,good,low,medium,True,29,3,snatching,2026-08-20 17:04,61
Pimpri,Pune,18.595748,73.910553,moderate,low,low,True,2,5,theft,2026-10-29 19:36,60
Shivaji Nagar,Pune,18.617985,73.896116,moderate,high,high,True,12,0,robbery,2026-10-09 15:03,60
Wakad,Pune,18.612181,73.918637,poor,medium,low,False,2,1,theft,2026-01-14 09:27,69
Yerwada,Pune,18.453937,73.815416,poor,low,low,False,13,0,robbery,2026-05-08 14:20,57
Aundh,Pune,18.564037,73.858544,good,high,low,False,30,2,snatching,2026-01-24 04:23,86
Camp,Pune,18.473439,73.771435,moderate,medium,medium,True,28,6,theft,2026-02-27 01:13,57
Baner,Pune,18.616888,73.753771,moderate,low,high,False,23,2,harassment,2026-01-01 08:51,31
Shivaji Nagar,Pune,18.583465,73.759299,moderate,high,medium,False,33,3,snatching,2026-06-10 04:05,58
Camp,Pune,18.617875,73.776657,moderate,low,high,False,9,4,none,2026-07-18 20:48,25
Kothrud,Pune,18.629748,73.712035,moderate,high,high,False,32,2,snatching,2026-06-26 00:30,46
Viman Nagar,Pune,18.518728,73.848267,good,high,high,True,7,4,robbery,2026-09-27 13:52,58
MG Road,Pune,18.602761,73.710905,good,high,medium,False,30,6,theft,2026-03-15 05:29,59
Kothrud,Pune,18.491765,73.850975,poor,high,low,True,6,8,theft,2026-07-17 07:56,56
Kothrud,Pune,18.605035,73.862976,poor,low,medium,False,39,8,harassment,2026-08-28 13:44,18
Pashan,Pune,18.630359,73.763487,moderate,medium,low,False,13,3,harassment,2026-10-23 18:03,73
MG Road,Pune,18.626623,73.762363,poor,high,low,False,22,4,harassment,2026-08-05 20:06,60
Pimpri,Pune,18.452879,73.769823,moderate,low,high,True,19,6,none,2026-09-08 22:58,27
Wakad,Pune,18.639732,73.871873,moderate,low,medium,False,0,2,harassment,2026-06-13 14:11,46
Baner,Pune,18.639016,73.914157,good,low,low,False,12,4,robbery,2026-10-20 14:23,65
Yerwada,Pune,18.459644,73.845675,moderate,high,medium,True,1,8,theft,2026-08-25 05:33,51
Aundh,Pune,18.522494,73.893841,poor,low,high,True,14,8,robbery,2026-05-04 07:01,11
Hadapsar,Pune,18.521162,73.810014,moderate,high,high,True,5,1,snatching,2026-08-23 18:45,57
Camp,Pune,18.508395,73.811329,poor,high,medium,True,35,2,harassment,2026-10-15 15:54,59
Yerwada,Pune,18.555002,73.801543,good,high,low,False,28,7,robbery,2026-08-17 22:04,71
Camp,Pune,18.554242,73.901887,moderate,medium,medium,True,22,3,harassment,2026-09-30 15:40,66
Viman Nagar,Pune,18.508427,73.907107,good,low,high,False,11,6,robbery,2026-11-11 11:09,29
Baner,Pune,18.488864,73.730165,poor,medium,low,False,9,5,snatching,2026-07-09 03:54,57
Pimpri,Pune,18.496576,73.735088,moderate,low,medium,True,27,5,robbery,2026-12-11 04:48,45
Shivaji Nagar,Pune,18.625713,73.854614,moderate,high,high,False,27,3,none,2026-10-19 23:48,43
Viman Nagar,Pune,18.468749,73.864066,moderate,high,high,True,40,0,snatching,2026-01-18 23:31,60
Shivaji Nagar,Pune,18.565351,73.705729,good,medium,low,False,24,7,snatching,2026-07-18 03:33,71
Pimpri,Pune,18.60027,73.874125,moderate,low,low,False,33,6,harassment,2026-12-02 18:08,49
Viman Nagar,Pune,18.598397,73.733832,moderate,low,high,True,39,0,robbery,2026-01-03 01:50,45
Hinjewadi,Pune,18.593654,73.750508,good,medium,medium,False,4,0,robbery,2026-02-13 07:44,77
Camp,Pune,18.50812,73.944079,poor,low,low,True,5,6,robbery,2026-09-25 19:29,47
Hinjewadi,Pune,18.63071,73.810378,poor,medium,high,True,40,3,theft,2026-04-27 07:38,41
Wakad,Pune,18.631316,73.7534,good,low,low,False,36,7,robbery,2026-05-05 11:54,56
Wakad,Pune,18.586116,73.884685,good,low,medium,True,40,1,harassment,2026-06-20 06:18,67
MG Road,Pune,18.58028,73.906034,good,low,low,True,34,0,robbery,2026-10-08 04:05,85
MG Road,Pune,18.541221,73.824553,poor,medium,high,False,40,3,robbery,2026-03-10 19:37,33
Viman Nagar,Pune,18.550662,73.756446,good,high,medium,False,36,4,snatching,2026-08-17 21:46,65
Yerwada,Pune,18.515392,73.820785,good,low,low,False,29,3,robbery,2026-02-10 03:23,68
Wakad,Pune,18.500413,73.763463,poor,high,low,False,5,7,theft,2026-10-12 19:45,51
Pashan,Pune,18.493874,73.767913,poor,medium,low,True,25,0,none,2026-05-05 12:24,80
MG Road,Pune,18.617299,73.747421,moderate,low,medium,True,4,8,robbery,2026-10-06 04:59,36
MG Road,Pune,18.467029,73.863628,good,low,high,True,6,3,robbery,2026-06-30 10:36,46
Kothrud,Pune,18.502633,73.755898,moderate,low,medium,False,12,2,harassment,2026-09-01 17:02,46
Camp,Pune,18.475615,73.906633,moderate,medium,high,True,16,0,harassment,2026-09-09 14:25,60
Shivaji Nagar,Pune,18.471342,73.938043,poor,low,medium,True,19,3,none,2026-03-17 08:44,41
Chinchwad,Pune,18.515182,73.745414,good,low,medium,True,12,7,robbery,2026-07-16 05:45,49
Shivaji Nagar,Pune,18.625456,73.858674,poor,medium,high,True,35,1,theft,2026-05-25 09:52,47
Aundh,Pune,18.597807,73.737303,moderate,low,low,True,34,0,robbery,2026-05-06 07:28,75
Camp,Pune,18.621927,73.732708,poor,low,medium,False,32,7,robbery,2026-06-24 08:59,21
Yerwada,Pune,18.458519,73.752998,good,high,low,True,8,5,robbery,2026-06-27 14:33,85
Chinchwad,Pune,18.509613,73.700061,moderate,medium,medium,True,36,8,theft,2026-01-10 22:08,51
MG Road,Pune,18.469833,73.832439,poor,medium,low,False,20,5,harassment,2026-02-01 10:23,57
Pashan,Pune,18.53241,73.722919,moderate,medium,medium,False,30,8,theft,2026-11-23 18:54,43
Viman Nagar,Pune,18.640312,73.723648,good,medium,medium,True,2,7,none,2026-06-10 14:51,64
MG Road,Pune,18.640972,73.781732,moderate,high,low,False,13,7,robbery,2026-09-05 01:40,61
Baner,Pune,18.633673,73.907315,moderate,low,medium,True,7,8,harassment,2026-07-22 18:50,36
Hadapsar,Pune,18.601547,73.824904,good,medium,medium,False,3,7,harassment,2026-03-02 04:41,56
Pashan,Pune,18.638869,73.936359,good,high,high,True,39,3,theft,2026-11-14 20:32,61
Pashan,Pune,18.57108,73.767001,moderate,high,high,False,26,5,none,2026-11-30 15:44,37
Aundh,Pune,18.494207,73.829105,good,medium,medium,True,34,4,theft,2026-01-06 03:23,73
Hinjewadi,Pune,18.459228,73.93987,poor,low,high,True,32,0,theft,2026-07-06 20:45,35
Shivaji Nagar,Pune,18.590406,73.820155,moderate,low,low,False,13,2,robbery,2026-06-21 10:56,61
Yerwada,Pune,18.468807,73.746573,good,high,low,False,27,1,harassment,2026-05-24 16:50,89
Baner,Pune,18.55252,73.756087,moderate,low,low,False,5,7,none,2026-05-08 19:19,46
MG Road,Pune,18.626047,73.926976,good,medium,medium,False,16,4,robbery,2026-03-28 00:52,65
Kharadi,Pune,18.578911,73.907591,moderate,low,medium,True,13,0,robbery,2026-01-05 13:51,60
MG Road,Pune,18.645828,73.90116,poor,high,low,True,19,2,harassment,2026-03-28 19:40,74
Yerwada,Pune,18.526683,73.720378,moderate,low,medium,True,2,8,none,2026-04-08 06:19,36
Hadapsar,Pune,18.596751,73.917902,moderate,medium,medium,False,19,6,snatching,2026-11-22 05:27,49
Pashan,Pune,18.459579,73.747932,moderate,medium,medium,True,10,3,snatching,2026-07-19 13:47,66
Aundh,Pune,18.452223,73.859698,poor,high,medium,False,1,1,snatching,2026-04-05 01:47,54
Pimpri,Pune,18.615137,73.809217,good,low,medium,False,29,1,robbery,2026-06-14 05:46,59
Pashan,Pune,18.492022,73.946474,poor,high,medium,True,15,0,harassment,2026-01-06 09:57,65
Yerwada,Pune,18.595979,73.830445,poor,medium,medium,True,31,7,snatching,2026-08-21 05:58,44
Kothrud,Pune,18.56599,73.759879,moderate,high,high,True,13,4,robbery,2026-05-31 14:06,48
Pashan,Pune,18.605747,73.74111,good,low,low,False,28,8,none,2026-09-15 11:59,53
Aundh,Pune,18.567266,73.868419,moderate,low,medium,True,9,3,snatching,2026-11-05 17:24,51
MG Road,Pune,18.568895,73.808105,good,high,medium,True,23,5,robbery,2026-10-21 03:10,70
Kharadi,Pune,18.620974,73.78369,moderate,low,high,False,23,5,harassment,2026-02-09 00:34,22
MG Road,Pune,18.635376,73.700486,good,low,high,True,16,7,none,2026-02-22 06:14,34
Aundh,Pune,18.633678,73.87297,good,low,medium,False,31,8,none,2026-11-21 14:16,38
Shivaji Nagar,Pune,18.593565,73.93419,moderate,medium,medium,False,32,5,robbery,2026-05-13 05:24,52
Pashan,Pune,18.582784,73.896337,poor,high,high,False,37,3,harassment,2026-01-26 06:45,33
Wakad,Pune,18.499479,73.88147,good,low,low,True,12,7,snatching,2026-05-06 18:11,64
Camp,Pune,18.604257,73.934162,good,medium,medium,True,20,3,none,2026-04-12 16:00,76
Yerwada,Pune,18.615236,73.921291,moderate,low,medium,False,33,4,robbery,2026-07-18 06:46,40
Yerwada,Pune,18.576572,73.778846,good,high,low,False,2,2,harassment,2026-03-17 01:08,86
Pashan,Pune,18.639189,73.742574,good,medium,high,False,12,1,harassment,2026-05-17 18:03,59
Aundh,Pune,18.452516,73.819586,poor,medium,medium,True,37,5,harassment,2026-12-06 23:13,50
MG Road,Pune,18.58476,73.70838,good,high,high,True,33,4,robbery,2026-02-20 02:46,58
Pashan,Pune,18.512752,73.885513,moderate,high,low,True,27,0,theft,2026-06-22 03:00,90
Camp,Pune,18.48672,73.93793,moderate,medium,high,True,1,3,snatching,2026-01-29 10:19,51
Hadapsar,Pune,18.475577,73.903798,good,medium,medium,False,20,6,robbery,2026-05-28 20:14,59
Aundh,Pune,18.573194,73.84749,good,medium,medium,True,15,2,robbery,2026-07-23 03:29,79
Kharadi,Pune,18.553023,73.876617,good,high,medium,True,3,6,harassment,2026-07-21 03:59,67
